"STATISTIC","Statistic Label","TLIST(M1)","Month","C02583V03135","NACE Group","UNIT","VALUE"
"RSM05C03","Retail Sales Index Value Adjusted","201502","2015 February","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","98.1"
"RSM05C03","Retail Sales Index Value Adjusted","201502","2015 February","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","98.7"
"RSM05C03","Retail Sales Index Value Adjusted","201502","2015 February","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","98.9"
"RSM05C03","Retail Sales Index Value Adjusted","201502","2015 February","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","94.1"
"RSM05C03","Retail Sales Index Value Adjusted","201502","2015 February","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","94.6"
"RSM05C03","Retail Sales Index Value Adjusted","201502","2015 February","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","100.9"
"RSM05C03","Retail Sales Index Value Adjusted","201502","2015 February","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","99.9"
"RSM05C03","Retail Sales Index Value Adjusted","201502","2015 February","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","105.2"
"RSM05C03","Retail Sales Index Value Adjusted","201502","2015 February","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","97.5"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","45","Motor trades (45)","Base 2015=100","113.3"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","97"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","4719","Department stores (4719)","Base 2015=100","91.7"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","4730","Retail sale of automotive fuel (4730)","Base 2015=100","102.7"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","101.4"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","97.4"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","5630","Bars (5630)","Base 2015=100","97.3"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","V3970","All retail businesses","Base 2015=100","103.4"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","112.3"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","97.8"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1320","All retail businesses, excluding motor trades","Base 2015=100","98.1"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","97.5"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","97.4"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","97.8"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","98.5"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","97.6"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","100.1"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","97.3"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","96.5"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","97.5"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","98.1"
"RSM05C03","Retail Sales Index Value Adjusted","201503","2015 March","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","98.1"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","45","Motor trades (45)","Base 2015=100","98.9"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","101.6"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","4719","Department stores (4719)","Base 2015=100","102.6"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","4730","Retail sale of automotive fuel (4730)","Base 2015=100","102.9"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","101.5"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","92.5"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","5630","Bars (5630)","Base 2015=100","98.4"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","V3970","All retail businesses","Base 2015=100","98.5"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","100.6"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","100.3"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1320","All retail businesses, excluding motor trades","Base 2015=100","100"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","100.1"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","101.3"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","99.8"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","96.3"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","95.9"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","103.5"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","98.1"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","95.6"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","97"
"RSM05C03","Retail Sales Index Value Adjusted","201504","2015 April","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","98.8"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","45","Motor trades (45)","Base 2015=100","97.4"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","99"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","4719","Department stores (4719)","Base 2015=100","98.3"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","4730","Retail sale of automotive fuel (4730)","Base 2015=100","101.2"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","91.4"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","93.8"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","5630","Bars (5630)","Base 2015=100","100.5"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","V3970","All retail businesses","Base 2015=100","97.9"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","98.6"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","97.8"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1320","All retail businesses, excluding motor trades","Base 2015=100","97.6"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","97.7"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","98.7"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","95.7"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","96.8"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","95.9"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","103.4"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","95.6"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","97.9"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","97"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","93.2"
"RSM05C03","Retail Sales Index Value Adjusted","201505","2015 May","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","95.9"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","45","Motor trades (45)","Base 2015=100","97.3"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","99.1"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","4719","Department stores (4719)","Base 2015=100","100.3"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","4730","Retail sale of automotive fuel (4730)","Base 2015=100","105.2"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","102.2"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","95.5"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","5630","Bars (5630)","Base 2015=100","94.8"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","V3970","All retail businesses","Base 2015=100","98.5"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","99.1"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","99.1"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1320","All retail businesses, excluding motor trades","Base 2015=100","98.9"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","98.9"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","99"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99.1"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","97.7"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","98.6"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","99.4"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","98.4"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","99.3"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","96.7"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","102.1"
"RSM05C03","Retail Sales Index Value Adjusted","201506","2015 June","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","98.2"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","45","Motor trades (45)","Base 2015=100","103.4"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","100.2"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","4719","Department stores (4719)","Base 2015=100","99.1"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","4730","Retail sale of automotive fuel (4730)","Base 2015=100","102.6"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","99.3"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","97.9"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","5630","Bars (5630)","Base 2015=100","101.1"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","V3970","All retail businesses","Base 2015=100","100.8"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","103.7"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","99.9"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1320","All retail businesses, excluding motor trades","Base 2015=100","100.1"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","99.7"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","99.8"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99.4"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","98.4"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","98.1"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","100.7"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","99.5"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","99.8"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","97"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","97.3"
"RSM05C03","Retail Sales Index Value Adjusted","201507","2015 July","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","100.1"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","45","Motor trades (45)","Base 2015=100","106.5"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","100"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","4719","Department stores (4719)","Base 2015=100","98.5"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","4730","Retail sale of automotive fuel (4730)","Base 2015=100","101.1"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","100.4"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","100.3"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","5630","Bars (5630)","Base 2015=100","102.2"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","V3970","All retail businesses","Base 2015=100","100.9"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","105.6"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","99.9"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1320","All retail businesses, excluding motor trades","Base 2015=100","100"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","99.8"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","99.9"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99.9"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","98.5"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","101.1"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","102.8"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","101.2"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","96.8"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","91.9"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","96.9"
"RSM05C03","Retail Sales Index Value Adjusted","201508","2015 August","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","100.8"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","45","Motor trades (45)","Base 2015=100","106.7"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","100.2"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","4719","Department stores (4719)","Base 2015=100","99.9"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","4730","Retail sale of automotive fuel (4730)","Base 2015=100","99.8"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","102.8"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","104"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","5630","Bars (5630)","Base 2015=100","99.3"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","V3970","All retail businesses","Base 2015=100","101.9"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","106"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","100.2"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1320","All retail businesses, excluding motor trades","Base 2015=100","100"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","100.6"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","100"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","100.8"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","98.2"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","102.1"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","99.8"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","100.3"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","100.4"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","97.8"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","105.4"
"RSM05C03","Retail Sales Index Value Adjusted","201509","2015 September","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","100.7"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","45","Motor trades (45)","Base 2015=100","106.4"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","102"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","4719","Department stores (4719)","Base 2015=100","99.4"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","4730","Retail sale of automotive fuel (4730)","Base 2015=100","96.7"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","99.6"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","102.9"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","5630","Bars (5630)","Base 2015=100","101"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","V3970","All retail businesses","Base 2015=100","102.3"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","104.5"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","100.3"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1320","All retail businesses, excluding motor trades","Base 2015=100","100.4"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","100.6"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","101.8"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99.6"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","99.2"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","101.1"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","99.4"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","100"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","96.9"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","96.6"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","92.4"
"RSM05C03","Retail Sales Index Value Adjusted","201510","2015 October","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","97.3"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","45","Motor trades (45)","Base 2015=100","104.5"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","102.5"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","4719","Department stores (4719)","Base 2015=100","99"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","4730","Retail sale of automotive fuel (4730)","Base 2015=100","94.6"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","100"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","102.7"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","5630","Bars (5630)","Base 2015=100","99.6"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","V3970","All retail businesses","Base 2015=100","100.9"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","102.6"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","100.6"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1320","All retail businesses, excluding motor trades","Base 2015=100","100.7"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","100.8"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","102.2"
